FUND_CODE		SHORT_NAME	LONG_NAME	CLASS			MH_FLAG	COMMENTS	AKSAS_ACCT_ALT	ACTIVE	STAT_REF	AKSAS_FUNDS	CREATE_BY	CREATE_TIME	CHANGE_BY	CHANGE_TIME	RETAINS_INTEREST
1208	|1208|	BF Brdg LF	Bulk Fuel Bridge Loan Fund	D	1208 Bulk Fuel Bridge Loan Fund	"csv_find_replace_column(""1208 BF Brdg LF"",""1208 Bulk Fuel Bridge Loan Fund"", fund_column)"	N	Inactive. Ch46 SLA12 (HB196) amends the Bulk Fuel Revolving Loan Fund to include the bulk fuel loan account and the bulk fuel bridge loan account to administer the bulk fuel loan and bulk fuel bridge loan programs. (AS 42.45.460 & 42.45.470).	68515	N	29.60.660	21627	SHILDEBRAND	54:32.4	CKOSULLIVAN	39:32.2	N
1209	|1209|	Capstone	Alaska Capstone Avionics Revolving Loan Fund	D	1209 Alaska Capstone Avionics Revolving Loan Fund	"csv_find_replace_column(""1209 Capstone"",""1209 Alaska Capstone Avionics Revolving Loan Fund"", fund_column)"	N		68515	Y	44.33.655	21628	SHILDEBRAND	55:30.4	BALARSON	19:36.9	N
1210	|1210|	Renew Ener	Renewable Energy Grant Fund	D	1210 Renewable Energy Grant Fund	"csv_find_replace_column(""1210 Renew Ener"",""1210 Renewable Energy Grant Fund"", fund_column)"	N	Established in HB 152	68515	Y	AS 42.45.045	11201	JBROWN	03:43.1	KEELLIOTT	01:32.6	N
1206	|1206|	CPV Tax	Commercial Passenger Vessel Tax	O	1206 Commercial Passenger Vessel Tax	"csv_find_replace_column(""1206 CPV Tax"",""1206 Commercial Passenger Vessel Tax"", fund_column)"	N	Tax deposited into GF subfund by Revenue	68515	Y	43.52.230(a)	11204	JBROWN	55:21.2	BALARSON	19:00.2	N
9000	|9000|	Unkn UGF	Unknown UGF Fund Source	U	9000 Unknown UGF Fund Source	"csv_find_replace_column(""9000 Unkn UGF"",""9000 Unknown UGF Fund Source"", fund_column)"	N	Only for use by OMB during budget development when actual fund code is not yet known.	0	Y			WBELKNAP	27:05.0	LENA	20:52.8	N
9001	|9001|	Unknwn Fed	Unknown Federal Fund Source	F	9001 Unknown Federal Fund Source	"csv_find_replace_column(""9001 Unknwn Fed"",""9001 Unknown Federal Fund Source"", fund_column)"	N	Only for use by OMB during budget development when actual fund code is not yet known.	0	Y			WBELKNAP	28:07.2	LLSIMMONS	35:06.4	N
9002	|9002|	Unknwn Oth	Unknown Other Fund Source	O	9002 Unknown Other Fund Source	"csv_find_replace_column(""9002 Unknwn Oth"",""9002 Unknown Other Fund Source"", fund_column)"	N	Only for use by OMB during budget development when actual fund code is not yet known.	0	Y			WBELKNAP	28:35.7	WBELKNAP	28:56.2	N
1211	|1211|	CSG Tax	Cruise Ship Gambling Tax	U	1211 Cruise Ship Gambling Tax	"csv_find_replace_column(""1211 CSG Tax"",""1211 Cruise Ship Gambling Tax"", fund_column)"	N	"Returns due April 15 for the prior calendar year's activity.  Tax receipts are deposited into the Commercial Vessel Passenger Tax Account, a subfund of the GF."	68515	Y	05.16.020/43.35.200-220	11206	JBROWN	12:31.5	BALARSON	20:20.7	N
1171	|1171|	PFD Crim	Restorative Justice	O	1171 Restorative Justice	"csv_find_replace_column(""1171 PFD Crim"",""1171 Restorative Justice"", fund_column)"	N	"LFD has classified as Other, not DGF 1/2017. KM Added 3-7-02 to specifically track PFD funds identified in AS 43.23.028(5).  Also see fund code 1050.  Until FY03, code 1050 was  used for approps to DOC (for care of inmates not eligible for PFDs) & DPS (for domestic counseling). The AKSAS fund is a subfund of the general fund. Ineligibility statute AS 43.25.005(d)."	68515	Y	43.23.045/43.23.028(5)/43.23.005(d)	33020		06:59.2	SRWILLHOITE	02:12.0	N
1216	|1216|	Boat Rcpts	Boat Registration Fees	D	1216 Boat Registration Fees	"csv_find_replace_column(""1216 Boat Rcpts"",""1216 Boat Registration Fees"", fund_column)"	N	Changed to DGF per LFD analysis dated 12.17	51073	Y		                              	LENA	40:56.1	NASTEININGER	18:00.2	N
1215	|1215|	UCR Rcpts	Uniform Commercial Registration fees	O	1215 Uniform Commercial Registration fees	"csv_find_replace_column(""1215 UCR Rcpts"",""1215 Uniform Commercial Registration fees"", fund_column)"	N	"Added as part of the Legislative Finance budget clarification project. Separate from code 1218, as Legislature has limited control over (federal requirements). 3/2/10"	51073	Y			LENA	57:21.8	SHILDEBRAND	18:45.0	N
1214	|1214|	WhitTunnel	Whittier Tunnel Toll Receipts	O	1214 Whittier Tunnel Toll Receipts	"csv_find_replace_column(""1214 WhitTunnel"",""1214 Whittier Tunnel Toll Receipts"", fund_column)"	N	"Added as part of the Legislative Finance budget clarification project. Separate from code 1218, as Legislature has limited control over (federal requirements). 3/2/10"	51134	Y	37.05.146(c)(32)		LENA	02:15.8	BALARSON	21:12.1	N
1217	|1217|	NGF Earn	NGF Earnings	O	1217 NGF Earnings	"csv_find_replace_column(""1217 NGF Earn"",""1217 NGF Earnings"", fund_column)"	N	created by Leg Finance to account for Interest earnings from non-GF fund sources	51475	Y			LENA	50:56.3	SHILDEBRAND	07:16.8	N
1009	|1009|	Rev Bonds	Revenue Bonds	O	1009 Revenue Bonds	"csv_find_replace_column(""1009 Rev Bonds"",""1009 Revenue Bonds"", fund_column)"	N	"per DOA/finance, flag as inactive, use zero only. 6/19/00 jm
5/10/05 - reactivated.  Leg Finance coded Fish&Game Bonds to this code for FY06.  May set up new fund in the future.  OMB est. 1197 earlier for this purpose. Km

Revenue Bonds sold and maintained by the University."	51150	Y				06:59.2	SHILDEBRAND	41:05.4	N
1220	|1220|	Crime VCF	Crime Victim Compensation Fund	O	1220 Crime Victim Compensation Fund	"csv_find_replace_column(""1220 Crime VCF"",""1220 Crime Victim Compensation Fund"", fund_column)"	N		68515	Y	18.67.162	11207	LENA	55:04.1	BALARSON	23:03.1	N
1258	|1258|	CIF UGF	UGF Deposits to the CIF	U	1258 UGF Deposits to the CIF	"csv_find_replace_column(""1258 CIF UGF"",""1258 UGF Deposits to the CIF"", fund_column)"	N	Added to track future non-Am-Hess deposits (i.e. UGF appropriations) into the CIF.	61405	Y			JRSTERN1	34:45.4	WCBELKNAP	05:00.1	N
1008	|1008|	G/O Bonds	General Obligation Bonds	O	1008 General Obligation Bonds	"csv_find_replace_column(""1008 G/O Bonds"",""1008 General Obligation Bonds"", fund_column)"	N	"per DOA/finance, flag as inactive. 6/19/00 jm  Reactivated 1-23-02 jb Fund not available until bonds are sold."	68515	Y				06:59.2	SHILDEBRAND	39:56.7	N
1221	|1221|	Civil Legl	Civil Legal Services Fund	D	1221 Civil Legal Services Fund	"csv_find_replace_column(""1221 Civil Legl"",""1221 Civil Legal Services Fund"", fund_column)"	N		68515	Y	37.05.590	12154	WBELKNAP	48:36.2	BALARSON	23:12.4	N
1001	|1001|	CBR Fund	Constitutional Budget Reserve Fund	U	1001 Constitutional Budget Reserve Fund	"csv_find_replace_column(""1001 CBR Fund"",""1001 Constitutional Budget Reserve Fund"", fund_column)"	N	JB changed fund class from GF to Other 5-12-04. cko changed GF to Other 11-10-11 pending Law review.  Chged from Other to UGF 9/5/19	68515	Y		33040		06:59.2	WCBELKNAP	23:41.6	N
1223	|1223|	CharterRLF	Commercial Charter Fisheries RLF	D	1223 Commercial Charter Fisheries RLF	"csv_find_replace_column(""1223 CharterRLF"",""1223 Commercial Charter Fisheries RLF"", fund_column)"	N	SLA12 HB121 sec. 12 amends AS16.10 - AKSAS 51505	68515	Y	16.10.801	21632	KEELLIOTT	53:38.8	KEELLIOTT	24:39.0	N
1080	|1080|	Schl Const	School Construction Fund	D	1080 School Construction Fund	"csv_find_replace_column(""1080 Schl Const"",""1080 School Construction Fund"", fund_column)"	N	"Changed to DGF 11-28-11 to match LF. cko,"	68515	Y		11143		06:59.2	KEMAUSETH	07:50.9	N
1047	|1047|	Title 20	Title XX	F	1047 Title XX	"csv_find_replace_column(""1047 Title 20"",""1047 Title XX"", fund_column)"	N		51145	N				06:59.2	BALARSON	31:28.7	N
1120	|1120|	MotorFuel 	Motor Fuel Tax Increase	U	1120 Motor Fuel Tax Increase	"csv_find_replace_column(""1120 MotorFuel "",""1120 Motor Fuel Tax Increase"", fund_column)"	N	12/13/98  Receipts from the motor fuel tax increase proposed during the 1999 legislative session; 6/19/00 DOA/finance request to flag as zero. Updated by OMB. jm	0	N				06:59.2	KEMAUSETH	14:07.1	N
1226	|1226|	High Ed	Alaska Higher Education Investment Fund	D	1226 Alaska Higher Education Investment Fund	"csv_find_replace_column(""1226 High Ed"",""1226 Alaska Higher Education Investment Fund"", fund_column)"	N	SLA2012 SCSCSHB 104(FIN) sec. 13 adds new subsection creating this fund: AS37.14.750; HB104 sec27 transfers $400M from AHCC Rcpts fund #1213 to capitalize. AKSAS 51439.	68515	Y	37.14.750	11195	KEELLIOTT	17:44.1	KEELLIOTT	10:16.3	N
1227	|1227|	MicroRLF	Alaska Microloan Revolving Loan Fund	D	1227 Alaska Microloan Revolving Loan Fund	"csv_find_replace_column(""1227 MicroRLF"",""1227 Alaska Microloan Revolving Loan Fund"", fund_column)"	N	SAL12 HB121 sec. 13 amends AS44.33 - AKSAS 51504	68515	Y	44.33.950	21629	KEELLIOTT	56:48.7	KEELLIOTT	26:43.9	N
1111	|1111|	FishFndInc	Fishermans Fund Income	D	1111 Fishermans Fund Income	"csv_find_replace_column(""1111 FishFndInc"",""1111 Fishermans Fund Income"", fund_column)"	N	"updated 6/17/98 by OMB, JM. rec'd from DOA, the AKSAS#.; update by OMB, edit to AKSAS alt. #. 6/19/00"	51420	Y	23.35.060	11119		06:59.2	BALARSON	58:38.8	N
1134	|1134|	F&G CFP	Fish and Game Criminal Fines and Penalties	D	1134 Fish and Game Criminal Fines and Penalties	"csv_find_replace_column(""1134 F&G CFP"",""1134 Fish and Game Criminal Fines and Penalties"", fund_column)"	N	"To match Leg Finance code added for recasting by Joan Brown 11/10/99.  Name updated 4-8-02 from F&G Duplicated Expenditures to F&G Criminal Fines and Penalties to match Leg Finance's FY03 change. Do not use. Deactivated 9-14. F&G funds only to be used by F&G. Other collections that go into GF should be appropriated from GF. cko.
Reactivated for FY19 Gov to appropriate remaining balance and empty fund"	68515	Y	HB75 SLA97 Ch98 Sec9	12146		06:59.2	NASTEININGER	22:23.5	N
1213	|1213|	AHCC Rcpts	Alaska Housing Capital Corporation Receipts	U	1213 Alaska Housing Capital Corporation Receipts	"csv_find_replace_column(""1213 AHCC Rcpts"",""1213 Alaska Housing Capital Corporation Receipts"", fund_column)"	N	ch 13 SLA 06 sec. 14	51421	Y	18.56.086	34076	JBROWN	39:12.5	CKOSULLIVAN	37:08.5	N
1180	|1180|	Alcohol Fd	Alcohol & Other Drug Abuse Treatment & Prevention Fund	D	1180 Alcohol & Other Drug Abuse Treatment & Prevention Fund	"csv_find_replace_column(""1180 Alcohol Fd"",""1180 Alcohol & Other Drug Abuse Treatment & Prevention Fund"", fund_column)"	Y	Added to match Leg Finance.  Source is half of alcohol tax proceeds collected under AS 43.60.010.  Intended use of the fund is appropriations to HSS to establish and maintain prevention and treatment programs per As 47.37.030. 	68515	Y	"AS 43.60.010, 43.60.050"	11178		06:59.2	BALARSON	03:55.6	N
1228	|1228|	UGFSequest	UGF Associated with Sequestration	U	1228 UGF Associated with Sequestration	"csv_find_replace_column(""1228 UGFSequest"",""1228 UGF Associated with Sequestration"", fund_column)"	N	"This is a tracking code; there is no revenue associated with the code. It should be used for all GF that is either 1) added to supplance federal funds reduced or restrained by sequestration, 2) removed from the GF budget as part of a reduced match requirement due to reduced federal receipts under sequestration, or 3) removed from the budget for other reasons related to sequestration."	51005	Y		                              	CKOSULLIVAN	05:24.6	BALARSON	24:20.8	N
1234	|1234|	LicPlates	License Plates	D	1234 License Plates	"csv_find_replace_column(""1234 LicPlates"",""1234 License Plates"", fund_column)"	N	added per SB119 vH	68515	Y			KEMAUSETH	07:43.9	KEMAUSETH	08:56.1	N
1244	|1244|	Rural Air	Rural Airport Receipts	O	1244 Rural Airport Receipts	"csv_find_replace_column(""1244 Rural Air"",""1244 Rural Airport Receipts"", fund_column)"	N		68515	Y			KEMAUSETH	35:50.4	BWFECHTER	01:35.3	N
1245	|1245|	R Apt I/A	Rural Airport Receipts I/A	O	1245 Rural Airport Receipts I/A	"csv_find_replace_column(""1245 R Apt I/A"",""1245 Rural Airport Receipts I/A"", fund_column)"	N		51000	Y			KEMAUSETH	41:08.5	BWFECHTER	01:44.5	N
1239	|1239|	AvFuel Tax	Aviation Fuel Tax Revenue	O	1239 Aviation Fuel Tax Revenue	"csv_find_replace_column(""1239 AvFuel Tax"",""1239 Aviation Fuel Tax Revenue"", fund_column)"	N		68515	Y			KEMAUSETH	59:18.8	WCBELKNAP	38:40.5	N
1275	|1275|	Reapprop	Reappropriation - Temporary to Match Leg Fin	O	1275 Reappropriation - Temporary to Match Leg Fin	"csv_find_replace_column(""1275 Reapprop"",""1275 Reappropriation - Temporary to Match Leg Fin"", fund_column)"	N		61405	Y			SRWILLHOITE	48:23.8	SRWILLHOITE	48:57.8	N
